iHLD LoP ID,Nama Proyek,Port Plan,Port Real,Total BOQ,Capex per Port,Area TSEL,Regional TSEL,Branch TSEL,PT,Mitra,Prioritas per Branch,Cek WO,Flag,cek go live 1 sept,cek drop PT2,flag,Bracnh Fokus,Prioritas 20 Branch,Cek 115K,Status Kontruksi,Status Material,Plan K12,Plan K24,Plan ETA,Plan GL,Grouping Kendala,Keterangan,,Status GD TA,Status GL,Plan GL xl,Keterangan,PORT AANWIJZING,NILAI WO+IZIN/QE+REDESAIN,CPP
13026012,SMB PT3-LBB-FB 250_-143_2258,32,  -   ,9215253,2.879.766.563,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,49,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,320,-,,menunggu modul,,"14/09 : fisik OK, kendala modul OLT LBB Full  07/09 : fisik OK, kendala modul OLT LBB Full  31/08 : fisik OK, kendala modul OLT LBB Full 27/08 : terminasi ODP   24/08 : terminasi ODP  18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing  22/07 : Progres aanwijziing",,,00. Ny Golive,menunggu modul,,,,
12917222,SMB PT3-NRS-FB 250_-256_2288,72,  -   ,23085643,3.206.339.306,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,53,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,1320,-,,27/09/2026,,14/09 : matdel ke site plan instal 16 sept,,,00. Ny Golive,27/09/2026,,,,
12964579,SMB-PT3-ODC-LBA-FD-PAR_136728 - 93370,32,  -   ,36253560,"1132923,75",AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,5,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,2550,-,,27/09/2026,,14/09 : matdel ke site plan instal 16 sept,,,00. Ny Golive,27/09/2026,,,,
13029192,SMB-PT3-ODC-SUP-FB-157_2428 - 154_2428,32,  32 ,15122794,4.725.873.125,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,8,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,950,-,,,,GOLIVE,,,01. Golive,Done,,,,
13122363,RDR JPP PT3 2500_74_288_DUMAI KOTA,240,  -   ,178718935,7.446.622.292,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,5,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,NY Ready,-,2.800,6-Okt-24,10/10/2026,,"14/09 Menunggu jadwal survey bareng PU Kota Dumai 07/09 Pengiriman material ke Lokasi 31/08 Redesign menjadi order tradisional 18/08 Done Survey penyusunan data eval 27/07 OGP Survey dan anwidzing 29/06 Proses Survey dan anwidzing, antrian TIM Fiberhome",,,00. Ny Golive,10/10/2026,,,,
13020375,RDR JPP PT3 BAGAN NIBUNG 2,328,  -   ,435497963,1.327.737.692,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,5,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,1400,10.900,,30/09/2026,,14/09 Penanaman tiang dan penarikan kabel,,,00. Ny Golive,30/09/2026,,,,
11511793,JL. SUKARELA BAGAN BESAR,40,  -   ,143993371,3.599.834.275,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,5,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,200,4.021,,30/09/2026,,14/09 proses penarikan tetap di lanjutkan untuk dampak perijinan PU paralel Menunggu jadwal survey bareng PU Kota Dumai,,,00. Ny Golive,30/09/2026,,,,
11108293,SMB P1I1 STTF PADANG LUA,16,  -   ,16450320,1028145,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,71,3. PT3/Batch 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,,,,25/10/2026,,16/09 masih menunggu mitra subcon dari FH,,,00. Ny Golive,#N/A,,,,
13151926,SMB-PT3-ODC-PPJ-FB-250-202_2422- 6LOP,56,  56 ,24252948,4.330.883.571,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,3,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,1480,-,,,,GOLIVE,,,01. Golive,Done,,,,
12650823,SMB-PT3-ODC-SCC-FA-PAM_135788-118931,40,  40 ,71269427,1.781.735.675,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,-,5.650,,,,16/09 Go Live Area,,,01. Golive,Done,,,,
13120409,SMB-PT3-ODC-BKT-FR-2500_-13_242,8,  8 ,5987855,748.481.875,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,100,-,,,,GOLIVE BY OCC,,,01. Golive,Done,,,,
12929144,SMB-JPP-PT3-ODC-BKT-FX-KOTA BKT_8154,16,  -   ,7764624,485289,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,480,-,,26/09/2026,,"14/09 : fisik done, kendala modul BKT FULL   13/09 : fisik done, kendala modul BKT FULL 07/09 : Proses terminasi ODP  31/08 : material on site, plan instal 01/09  24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,26/09/2026,,,,
13145106,SMB FBB PT3-BKT-FP 250_-148_2390,16,  -   ,5548813,3.468.008.125,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,200,-,,26/09/2026,,"15/09 : menunggu CRA repair kabel feeder BKT-FP  port modul ready  14/09 : menunggu repair kabel feeder BKT-FP  07/09 : Proses tanam tiang  31/08 : material on site, plan instal 01/09  24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,26/09/2026,,,,
13061851,SMB JPP PT3-BKT-FN AGAM_160004,24,  -   ,6451104,268796,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,200,-,,27/09/2026,,"14/09 : TIF check Boq KML tambahan kabel untuk repair Feeder untuk BKT-FN  07/09 : Proses tanam tiang 31/08 : material on site, plan instal 01/09  24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,27/09/2026,,,,
13120442,ODC-BKT-FV-2500_-14_241,24,  -   ,5233549,2.180.645.417,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,950,-,,29/09/2026,,"14/09 : fisik done, kendala modul BKT FULL 13/09 : fisik done, kendala modul BKT FULL 07/09 : Proses terminasi ODP   31/08 : material on site, plan instal 01/09  24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,29/09/2026,,,,
12943430,SMB MD PT3-LBB-FD PADANG PARIAMAN_55952,24,  -   ,13329043,5.553.767.917,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,51,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,260,-,,menunggu modul,,"14/09 : fisik OK, kendala modul OLT LBB Full  07/09 : fisik OK, kendala modul OLT LBB Full  31/08 : fisik OK, kendala modul OLT LBB Full 27/08 : Penarikan kabel  24/08 :Kabel TAG dari jambi done, ogp delivery dari wh to site     27/07 : proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,menunggu modul,,,,
11108288,SMB P1I1 STTF ASRAMA PP AL IRSYAD,8,  -   ,5888296,736037,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,72,3. PT3/Batch 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,,,,25/10/2026,,16/09 masih menunggu mitra subcon dari FH,,,00. Ny Golive,#N/A,,,,
13009869,RDR JPP PT3 KENDALA PSB 3 PELANGGAN,88,  -   ,91243852,1036862,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,19,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,820,2.140,,30/09/2026,,"16/09 Done review, proses perizinan desa 14/09 Antrian Review hasil Anwidzing 10/09 Menunggu PO Material 31/08 Menunggu PO Material Kabel 24 10/08 Antrian review hasil anwidzing 27/07 Done Survey, collect hasil survey utk bahan review dengan TIF 29/06 Proses Survey dan anwidzing, antrian TIM Fiberhome",,,00. Ny Golive,30/09/2026,,,,
13025859,SMB PT3-LBB-FB 250_-139_2252,8,  -   ,13576744,1697093,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,47,8. PT3/Batch 4b thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,1140,-,,27/09/2026,,"14/09 : fisik OK, kendala modul OLT LBB Full  07/09 : fisik OK, kendala modul OLT LBB Full 07/09 : menunggu kabel 12 datang dari pabrik, ETA 14 Sept  31/08 : menunggu kabel 12 datang dari pabrik, ETA 14 sept 31/08 : menunggu kabel 12 datang dari pabrik, ETA 14 sept 24/08 : menunggu KU 24 dan 12 adss dari pabrik  27/07 :  Proses eval hasil aanwijziing",,,00. Ny Golive,27/09/2026,,,,
13078814,SMB-PT3-ODC-SUP-FB-2500-17_242,64,  -   ,64288589,1.004.509.203,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,3,8. PT3/Batch 4b thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,780,1.500,,27/09/2026,,14/09 : matdel ke site plan instal 16 sept,,,00. Ny Golive,27/09/2026,,,,
13017099,RDR JPP PT4 TAMBUSAI 2,672,  -   ,956526556,1.423.402.613,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,5,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,3242,20.210,,29/09/2026,,14/09 Penanaman tiang dan penarikan kabel,,,00. Ny Golive,29/09/2026,,,,
11886069,PADANG PARIAMAN_136656_H2_2025,16,  -   ,5622849,3.514.280.625,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,54,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,10,-,,28/09/2026,,14/09 : matdel ke site plan instal 16 sept,,,00. Ny Golive,28/09/2026,,,,
12944683,250_-142_2249,16,  -   ,3629131,2.268.206.875,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,46,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,10,-,,menunggu modul,,"14/09 : fisik OK, kendala modul OLT LBB Full  07/09 : fisik OK, kendala modul OLT LBB Full  31/08 : fisik OK, kendala modul OLT LBB Full 27/08 : terminasi ODP   24/08 : terminasi ODP  18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing  22/07 : Progres aanwijziing",,,00. Ny Golive,menunggu modul onsite,,,,
12950907,SMB-PT3-ODC-BSK-FD-250_-198_2494,16,  -   ,10425495,6.515.934.375,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,750,-,,20/09/2026,,"15/09 modul olt ready 14/09 : Fisik Oke, kendala modul bsk full  07/09 : Fisik Oke, kendala modul bsk full 31/08 : fisik ok, kendala modul OLT BSK FULL  27/08 : terminasi ODP  24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,20/09/2026,,,,
12950392,SMB-PT3-ODC-BSK-FL-250_-206_2497,32,  32 ,15777075,4.930.335.938,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,1570,-,,,,15/09 GoLive Area,,,01. Golive,Done,,,,
12950340,SMB-PT3-ODC-BSK-FM-2494 - 2496,40,  -   ,20019708,"500492,7",AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,4,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,950,-,,28/09/2026,,"14/09 : Fisik Oke, kendala modul bsk full  13/09 : Fisik Oke, kendala modul bsk full    07/09 : proses matdel ke site 31/08 : plan matdel 4 sept 24/08 : menunggu KU 24 dan 12 adss dari pabrik  27/07 : proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,28/09/2026,,,,
13020807,RDR JPP PT3 AOi4260220053338147fb7de0,48,  -   ,45631601,950659,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,20,7. PT3/Batch 4b thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,NY Ready,610,170,6-Okt-24,11/10/2026,,"14/09 Antiran tim mitra 31/08 Menunggu PO Material Kabel 24 27/08 Menunggu PO Material Kabel 24 10/08 Menunggu PO Material 27/07 Done Survey, penyusunan data hasil survey 29/06 Proses Survey dan anwidzing, antrian TIM Fiberhome",,,00. Ny Golive,11/10/2026,,,,
11980660,SMB-PT3-ODC-LBS-FA-PASAMAN - 4 Cluster,80,  -   ,56010213,7.001.276.625,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,52,3. PT3/Batch 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,,,,30/09/2026,,16/09 : matdel ke site plan instal 20 sept,,,00. Ny Golive,30/09/2026,,,,
11424094,SMB PADANG PARIAMAN_9336,80,  -   ,76030939,9.503.867.375,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,44,3. PT3/Batch 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,90,2.500,,28/09/2026,,15/09 Penanaman Tiang,,,00. Ny Golive,28/09/2026,,,,
10894465,SMB P1I1 STTF KOTO TANGAH MABER,24,  -   ,25264229,1.052.676.208,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,3,3. PT3/Batch 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,04. Finish Instalasi,Ready,750,-,,20/09/2026,,"15/9 port olt sudah ready 14/09 : Fisik Oke, kendala modul bsk full  13/09 : Fisik Oke, kendala modul bsk full   07/09 : Fisik Oke, kendala modul bsk full  31/08 : Fisik Oke, kendala modul bsk full   27/08 : terminasi ODP  24/08 : Penarikan kabel 18/08 : proses pengiriman material ke site 27/07: Proses eval hasil aanwijziing",,,00. Ny Golive,20/09/2026,,,,
12497008,SMB STTF SALIBAWAN SUNDATA,152,  -   ,299460693,1.970.136.138,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,70,8. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,02. Matdel,Ready,850,12.000,,30/09/2026,,"14/09 : matdel ke site plan instal 16 sept 07/09 : menunggu kabel 12 datang dari pabrik, ETA 14 sept 31/08 : menunggu kabel 12 datang dari pabrik eta 14 sept  24/08 : menunggu KU 24 dan 12 adss dari pabrik  19/08 menunggu TAG dari jambi  1 18/08 : menunggu kabel ADSS 24 27/07 :  Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,30/09/2026,,,,
13145950,SMB FBB PT3-BKT-FP 250_-152_2405,48,  32 ,36486678,760.139.125,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,69,14. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,1600,-,,,,15/09 : menunggu CRA repair kabel feeder BKT-FP  port modul ready 14/09 : menunggu repair kabel feeder BKT-FP dan modul BKT Full  07/09 : proses jumper dan valins  31/08 : FIsik ok kendala modul OLT BKT FUlLL 27/08 : terminasi ODP   24/08 : Penarikan kabel 18/08 : proses pengiriman material ke site 27/07: Proses eval hasil aanwijziing,,,01. Golive,20/09/2026,,,,
13063634,SMB JPP PT3-BKT-FK 250_-153_2413,56,  32 ,18606756,"332263,5",AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,67,10. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,430,-,,,,GOLIVE,,,01. Golive,Done,,,,
13063452,SMB JPP PT3-BKT-FN 250_-158_2416,56,  -   ,15529390,2.773.105.357,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,66,10. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,04. Finish Instalasi,Ready,540,2.100,,menunggu modul,,"14/09 : Menunggu repair kabel feeder BKT-FN dan modul BKT Full  13/09 Masih menunggu update repair 07/09 : kendala feeder rusak, posisi di bawah badan jalan, butuh kabel 2 km untuk suntik ke ODC lain 31/08 : FIsik ok kendala modul OLT BKT FUlLL 31/08 : FIsik ok kendala modul OLT BKT FUlLL 27/08 : terminasi ODP   24/08 : Penarikan kabel  18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,menunggu modul,,,,
13145893,SMB FBB PT3-BKT-FP 250_-151_2402,96,  -   ,21066992,2.194.478.333,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,61,14. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,04. Finish Instalasi,Ready,300,-,,20/09/2026,,"15/09 : menunggu CRA repair kabel feeder BKT-FP  port modul ready  14/09 : kendala feeder PYK-FP butuh repair 100M dan modul BKT full  07/09 : kendala feeder PYK-FP butuh repair 100M  31/08 : FIsik ok kendala modul OLT BKT FUlLL 24/08 : material on site , ogp instalasi 18/08 : proses pengiriman material ke site 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,20/09/2026,,,,
13146057,SMB FBB PT3-BKT-FK 250_-146_2407,112,  64 ,62342471,5.566.292.054,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,60,14. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,1080,3.700,,,,GOLIVE,,,01. Golive,Done,,,,
13064211,RDR JPP PT3 PERUMAHAN INTAN JELITA 2,64,  64 ,48674909,7.605.454.531,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,55,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,1045,-,,,,Golive,,,01. Golive,Done,,,,
13146470,SMB FBB PT3-BKT-FK 250_-143_2412,184,  112 ,94111650,5.114.763.587,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,51,14. PT3/Batch 5,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,2210,3.850,,,,GOLIVE,,,01. Golive,Done,,,,
13081521,RDR JPP PT3 TAMBAHAN UBT FJ 2,176,  -   ,133935798,7.609.988.523,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,49,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,03. OGP Instalasi,Ready,480,3.070,,30/09/2026,,14/09 Penanaman tiang dan penarikan kabel,,,00. Ny Golive,30/09/2026,,,,
13088342,RDR JPP PT3 TAMBAHAN TAK FAX,104,  104 ,32943663,3.167.659.904,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,42,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,850,-,,,,Golive,,,01. Golive,Done,,,,
13097799,SMB-PT3-ODC-SIG-FA-2500_-9_251,56,  -   ,55596052,992787,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,52,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,03. OGP Instalasi,Ready,3490,-,,27/09/2026,,14/09 : penarikan kabel,,,00. Ny Golive,27/09/2026,,,,
13118837,RDR JPP PT3 2500_20_285_TAMPAN,168,  -   ,69729101,415055,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,19,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,1080,1.310,,10/10/2026,,"16/09 Menunggu PO Material KU 12 Masuk 18 Sep 31/08 Menunggu PO Material Kabel 24 27/08 Menunggu PO Material Kabel 24 10/08 Memunggu PO Mateiral 27/07 Done Survey, collect hasil survey utk bahan review dengan TIF 29/06 Core Feeder ARK FH Ready, ARK FBS Rusak, ARK FCE Rusak | Plan Survey 08 Juni 2026",,,00. Ny Golive,10/10/2026,,,,
12744427,SMB-PT3-ODC-SIG-FA-8556-4 LOP,64,  -   ,65361788,1.021.277.938,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,35,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,02. Matdel,Ready,3870,-,,27/09/2026,,"14/09 : matdel ke site, plan instal 16 sept 07/09 : menunggu kabel 12 datang dari pabrik eta 14 sept  31/08 : menunggu kabel 12 datang dari pabrik eta 14 sept 24/08 : menunggu KU 24 dan 12 adss dari pabrik  18/08 : menunggu kabel ADSS 24 Untuk LOP (SMB-PT3-ODC-SIG-FA-2500_-9_251) 27/07 : proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,27/09/2026,,,,
13120459,PT3-ODC-SIG-FA-2500_-8_250,40,  -   ,49540075,1238502,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,54,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,02. Matdel,Ready,1190,-,,27/09/2026,,"14/09 : matdel ke site, plan instal 16 sept  07/09 : menunggu kabel 12 datang dari pabrik eta 14 sept  31/08 : menunggu kabel 12 datang dari pabrik, ETA 14 Sept  24/08 : menunggu KU 24 dan 12 adss dari pabrik  27/07 : proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,27/09/2026,,,,
13123022,RDR JPP PT4 2500_16_294_SIAK HULU,160,  -   ,828486045,5178038,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,14,10. PT3/Batch 5 thp 1,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,01. Persiapan,Ready,15535,6.960,,19/10/2026,,"16/09Menunggu approval kenaikan Nilai 10/09 Menunggu approval kenaikan Nilai 31/08 Menunggu PO Material Kabel 24 dan Kabel KT 27/08 Menunggu PO Material Kabel 24 11/08 Antrian Review hasil aanwidzing 27/07 Ogp Survey dan anwidzing 29/06 Proses Survey dan anwidzing, antrian TIM Fiberhome27/08 Menunggu PO Material Kabel 24 1",,,00. Ny Golive,19/10/2026,,,,
13124940,SMB-PT3-ODC-PPJ-FB-2500_-21_242,16,  16 ,11619552,726222,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,34,14. PT3/Batch 5 thp 2,Prio September,NY Go Live,0,Y,y,20 Branch,#N/A,05. Go Live,Ready,550,-,,,,GOLIVE,,,01. Golive,Done,,,,
12945082,SMB-PT3-ODC-PYK-FS-250-113_2553_1-4LOP,80,  -   ,99855262,1.248.190.775,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,27,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,02. Matdel,Ready,1350,4.500,,27/09/2026,,"14/09 : matdel ke site, plan instal 16 sept  07/09 : menunggu kabel 12 datang dari pabrik eta 14 sept  31/08 : menunggu kabel 12 datang dari pabrik eta 14 sept  24/08 :Kabel TAG dari jambi done, ogp delivery dari wh to site    19/08 menunggu TAG dari jambi  1 18/08 : menunggu kabel ADSS 24 27/07 : Proses eval hasil aanwijziing 22/07 : Progres aanwijziing",,,00. Ny Golive,27/09/2026,,,,
12945432,SMB-PT3-ODC-PYK-FL-250-104_2525 - 2526,56,  40 ,15035970,2.684.994.643,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,26,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,300,1.300,,,,GOLIVE BY OCC,,,01. Golive,Done,,,,
12945159,SMB-PT3-ODC-PYK-FB-250-111_2516-5LOP,80,  -   ,20823586,260.294.825,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,24,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,03. OGP Instalasi,Ready,600,-,,22/09/2026,,14/09 : terminasi odp,,,00. Ny Golive,22/09/2026,,,,
13096424,RDR JPP PT3 TAMBAHAN BKN FAH,448,  -   ,581392448,1297751,AREA 1,SUMBAGTENG,DUMAI,PT3,Telkom Akses,14,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,03. OGP Instalasi,Ready,7500,9.400,,30/09/2026,,14/09 Penarikan kabel,,,00. Ny Golive,30/09/2026,,,,
13007842,SMB-PT3-ODC-SCC-FA-PARIAMAN_11069,16,  -   ,10343317,6.464.573.125,AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,11,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,01. Persiapan,,250,-,,,Kendala izin,"14/09 : tidak dapat izin tanam tiang  oleh pemilik lahan, tahap negosiasi",,,00. Ny Golive,27/09/2026,,,,
12328561,AOi42510110958033760b3b40,8,  8 ,2226150,"278268,75",AREA 1,SUMBAGTENG,BUKIT TINGGI,PT3,Telkom Akses,10,7. PT3/Batch 4b,Prio Agustus,NY Go Live,0,Y,y,20 Branch,PT3,05. Go Live,Ready,5,-,,,,GOLIVE,,,01. Golive,Done,,,,
